rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
4,7.0,00:07:31,13530.0,3,1,A,2,挑球,,,2.0,1.0,435.0,426.0,1.0,3.0,834.0,635.0,,,,,1.0,487.0,427.0,7.0,587.0,507.0,0
4,8.0,00:07:32,13576.0,3,1,B,2,過渡切球,,,1.0,3.0,834.0,635.0,2.0,1.0,456.0,403.0,,,,,9.0,766.0,641.0,8.0,618.0,374.0,0
4,9.0,00:07:33,13609.0,3,1,A,2,放小球,,,2.0,1.0,456.0,403.0,2.0,2.0,442.0,468.0,,,,,5.0,493.0,389.0,8.0,610.0,558.0,0
4,10.0,00:07:34,13640.0,3,1,B,2,放小球,,1.0,2.0,2.0,442.0,468.0,2.0,1.0,438.0,433.0,,,,,2.0,472.0,501.0,7.0,529.0,393.0,0
4,11.0,00:07:35,13665.0,3,1,A,3,挑球,,,2.0,1.0,438.0,433.0,2.0,9.0,781.0,648.0,對手落地致勝,落地致勝,A,,1.0,490.0,433.0,7.0,514.0,502.0,0
5,1.0,00:07:52,14182.0,4,1,A,1,未知球種,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,0
5,2.0,00:07:52,14187.0,4,1,B,2,挑球,,,2.0,,,,1.0,9.0,737.0,322.0,,,,,8.0,570.0,511.0,8.0,623.0,368.0,0
5,3.0,00:07:54,14224.0,4,1,A,2,切球,1.0,,1.0,9.0,737.0,322.0,2.0,8.0,778.0,525.0,,,,,8.0,701.0,326.0,8.0,655.0,556.0,0
5,4.0,00:07:54,14240.0,4,1,B,2,平球,,,2.0,8.0,778.0,525.0,2.0,6.0,792.0,349.0,,,,,8.0,742.0,557.0,9.0,718.0,324.0,0
5,5.0,00:07:55,14257.0,4,1,A,2,擋小球,,1.0,2.0,6.0,792.0,349.0,2.0,1.0,788.0,495.0,,,,,8.0,647.0,344.0,8.0,762.0,557.0,0
5,6.0,00:07:56,14282.0,4,1,B,2,推球,,,2.0,1.0,788.0,495.0,1.0,5.0,505.0,330.0,,,,,8.0,749.0,517.0,8.0,666.0,371.0,0
5,7.0,00:07:57,14313.0,4,1,A,2,後場抽平球,,,1.0,5.0,505.0,330.0,2.0,6.0,444.0,563.0,,,,,8.0,528.0,329.0,8.0,651.0,545.0,0
5,8.0,00:07:57,14326.0,4,1,B,2,擋小球,,1.0,2.0,6.0,444.0,563.0,1.0,7.0,526.0,401.0,,,,,8.0,665.0,560.0,8.0,547.0,346.0,0
5,9.0,00:07:58,14349.0,4,1,A,2,平球,,,1.0,7.0,526.0,401.0,2.0,8.0,592.0,553.0,,,,,7.0,526.0,395.0,8.0,627.0,566.0,0
5,10.0,00:07:58,14360.0,4,1,B,2,防守回抽,,1.0,2.0,8.0,592.0,553.0,2.0,8.0,724.0,333.0,,,,,8.0,632.0,569.0,7.0,532.0,392.0,0
5,11.0,00:07:59,14389.0,4,1,A,2,過渡切球,,1.0,2.0,8.0,724.0,333.0,2.0,1.0,818.0,464.0,,,,,8.0,729.0,344.0,8.0,660.0,557.0,0
5,12.0,00:08:00,14420.0,4,1,B,2,勾球,,,2.0,1.0,818.0,464.0,2.0,7.0,514.0,427.0,,,,,8.0,777.0,513.0,8.0,677.0,360.0,0
5,13.0,00:08:01,14447.0,4,1,A,2,推球,,,2.0,7.0,514.0,427.0,2.0,9.0,770.0,618.0,,,,,7.0,567.0,420.0,16.0,939.0,471.0,0
5,14.0,00:08:03,14492.0,4,1,B,2,過渡切球,,,2.0,9.0,770.0,618.0,2.0,2.0,799.0,405.0,,,,,9.0,675.0,631.0,8.0,611.0,372.0,0
5,15.0,00:08:04,14521.0,4,1,A,2,挑球,,1.0,2.0,2.0,799.0,405.0,1.0,8.0,750.0,585.0,,,,,7.0,760.0,400.0,8.0,699.0,553.0,0
5,16.0,00:08:05,14551.0,4,1,B,3,點扣,,,1.0,8.0,750.0,585.0,2.0,14.0,408.0,322.0,出界,對手出界,A,,8.0,702.0,604.0,8.0,669.0,372.0,0
6,1.0,00:08:21,15040.0,4,2,A,1,未知球種,,,2.0,,,,,,,,,,,1.0,,,,,,,0
6,2.0,00:08:21,15040.0,4,2,B,2,未知球種,,,2.0,,,,1.0,,,,,,,1.0,,,,,,,0
6,3.0,00:08:21,15045.0,4,2,A,2,過渡切球,,,1.0,,,,2.0,1.0,816.0,497.0,,,,,9.0,527.0,321.0,8.0,644.0,545.0,0
6,4.0,00:08:22,15071.0,4,2,B,2,挑球,,,2.0,1.0,816.0,497.0,1.0,4.0,768.0,325.0,,,,,8.0,756.0,523.0,8.0,595.0,338.0,0
6,5.0,00:08:23,15103.0,4,2,A,2,點扣,1.0,,1.0,4.0,768.0,325.0,2.0,5.0,840.0,565.0,,,,,8.0,707.0,336.0,8.0,717.0,563.0,0
6,6.0,00:08:23,15115.0,4,2,B,2,擋小球,,,2.0,5.0,840.0,565.0,2.0,8.0,519.0,384.0,,,,,8.0,749.0,571.0,8.0,714.0,326.0,0
6,7.0,00:08:24,15142.0,4,2,A,3,放小球,,,2.0,8.0,519.0,384.0,2.0,16.0,366.0,428.0,未過網,對手未過網,B,,8.0,557.0,381.0,8.0,650.0,537.0,0
7,1.0,00:08:49,15891.0,5,2,B,1,發短球,,1.0,2.0,,,,2.0,7.0,576.0,394.0,,,,,8.0,645.0,522.0,8.0,567.0,362.0,0
7,2.0,00:08:50,15914.0,5,2,A,2,放小球,,,2.0,7.0,576.0,394.0,2.0,7.0,648.0,493.0,,,,,8.0,577.0,388.0,8.0,646.0,532.0,0
7,3.0,00:08:51,15938.0,5,2,B,2,挑球,,,2.0,7.0,648.0,493.0,1.0,3.0,524.0,316.0,,,,,8.0,623.0,515.0,8.0,609.0,377.0,0
7,4.0,00:08:52,15980.0,5,2,A,2,點扣,,,1.0,3.0,524.0,316.0,2.0,5.0,820.0,544.0,,,,,9.0,527.0,319.0,8.0,653.0,552.0,0
7,5.0,00:08:53,15994.0,5,2,B,2,擋小球,,,2.0,5.0,820.0,544.0,2.0,6.0,767.0,376.0,,,,,8.0,704.0,564.0,3.0,477.0,314.0,0
7,6.0,00:08:54,16023.0,5,2,A,2,平球,,1.0,2.0,6.0,767.0,376.0,1.0,5.0,820.0,540.0,,,,,8.0,727.0,377.0,8.0,779.0,549.0,0
7,7.0,00:08:54,16036.0,5,2,B,2,平球,,,1.0,5.0,820.0,540.0,1.0,6.0,820.0,344.0,,,,,8.0,751.0,543.0,8.0,694.0,375.0,0
7,8.0,00:08:55,16050.0,5,2,A,2,平球,,1.0,1.0,6.0,820.0,344.0,1.0,5.0,826.0,545.0,,,,,8.0,650.0,371.0,5.0,791.0,548.0,0
7,9.0,00:08:55,16068.0,5,2,B,2,放小球,,,1.0,5.0,826.0,545.0,2.0,2.0,813.0,398.0,,,,,5.0,795.0,573.0,8.0,682.0,383.0,0
7,10.0,00:08:56,16095.0,5,2,A,2,放小球,,1.0,2.0,2.0,813.0,398.0,2.0,1.0,801.0,470.0,,,,,6.0,783.0,390.0,8.0,725.0,541.0,0
7,11.0,00:08:57,16125.0,5,2,B,2,推球,,,2.0,1.0,801.0,470.0,2.0,3.0,521.0,325.0,,,,,7.0,778.0,498.0,8.0,697.0,390.0,0
7,12.0,00:08:58,16160.0,5,2,A,2,後場抽平球,,,2.0,3.0,521.0,325.0,1.0,6.0,427.0,551.0,,,,,8.0,566.0,341.0,8.0,674.0,557.0,0
7,13.0,00:08:59,16176.0,5,2,B,2,擋小球,,1.0,1.0,6.0,427.0,551.0,1.0,5.0,507.0,387.0,,,,,8.0,660.0,558.0,8.0,576.0,342.0,0
7,14.0,00:08:59,16198.0,5,2,A,2,撲球,,,1.0,5.0,507.0,387.0,2.0,8.0,598.0,552.0,,,,,8.0,523.0,390.0,8.0,609.0,558.0,0
7,15.0,00:09:00,16207.0,5,2,B,2,擋小球,,1.0,2.0,8.0,598.0,552.0,1.0,8.0,678.0,374.0,,,,,8.0,667.0,577.0,8.0,528.0,386.0,0
7,16.0,00:09:00,16226.0,5,2,A,2,放小球,,1.0,1.0,8.0,678.0,374.0,2.0,2.0,439.0,503.0,,,,,8.0,601.0,373.0,8.0,663.0,581.0,0
7,17.0,00:09:01,16249.0,5,2,B,2,挑球,,1.0,2.0,2.0,439.0,503.0,1.0,9.0,695.0,320.0,,,,,6.0,490.0,534.0,8.0,648.0,368.0,0
7,18.0,00:09:02,16288.0,5,2,A,2,長球,1.0,,1.0,9.0,695.0,320.0,1.0,9.0,507.0,622.0,,,,,8.0,669.0,326.0,8.0,624.0,561.0,0
7,19.0,00:09:04,16327.0,5,2,B,3,切球,1.0,,1.0,9.0,507.0,622.0,2.0,7.0,720.0,451.0,掛網,對手掛網,A,,8.0,558.0,611.0,8.0,618.0,351.0,0
8,1.0,00:09:22,16864.0,5,3,A,1,發短球,,1.0,2.0,,,,2.0,7.0,626.0,506.0,,,,,8.0,663.0,366.0,8.0,551.0,539.0,0
8,2.0,00:09:22,16884.0,5,3,B,2,勾球,,,2.0,7.0,626.0,506.0,2.0,2.0,830.0,404.0,,,,,8.0,568.0,522.0,8.0,655.0,362.0,0
8,3.0,00:09:23,16917.0,5,3,A,2,挑球,,1.0,2.0,2.0,830.0,404.0,1.0,6.0,449.0,596.0,,,,,8.0,726.0,391.0,8.0,653.0,533.0,0
8,4.0,00:09:25,16953.0,5,3,B,3,殺球,1.0,,1.0,6.0,449.0,596.0,2.0,6.0,835.0,352.0,對手落地致勝,落地致勝,B,,9.0,514.0,621.0,8.0,632.0,352.0,0
9,1.0,00:09:41,17434.0,6,3,B,1,發短球,,1.0,2.0,,,,2.0,8.0,737.0,386.0,,,,,8.0,620.0,545.0,8.0,730.0,361.0,0
9,2.0,00:09:41,17456.0,6,3,A,2,推球,,1.0,2.0,8.0,737.0,386.0,1.0,3.0,884.0,636.0,,,,,8.0,713.0,371.0,8.0,620.0,535.0,0
9,3.0,00:09:43,17494.0,6,3,B,2,過渡切球,,,1.0,3.0,884.0,636.0,2.0,6.0,816.0,372.0,,,,,8.0,771.0,610.0,8.0,679.0,361.0,0
9,4.0,00:09:43,17517.0,6,3,A,2,推球,,1.0,2.0,6.0,816.0,372.0,1.0,5.0,870.0,607.0,,,,,8.0,739.0,363.0,8.0,718.0,584.0,0
9,5.0,00:09:44,17542.0,6,3,B,2,殺球,,,1.0,5.0,870.0,607.0,2.0,8.0,543.0,343.0,,,,,8.0,758.0,595.0,8.0,692.0,358.0,0
9,6.0,00:09:45,17572.0,6,3,A,2,擋小球,,,2.0,8.0,543.0,343.0,2.0,7.0,525.0,502.0,,,,,8.0,584.0,368.0,8.0,696.0,560.0,0
9,7.0,00:09:45,17572.0,6,3,B,2,挑球,,1.0,2.0,7.0,525.0,502.0,1.0,4.0,758.0,315.0,,,,,8.0,582.0,529.0,8.0,606.0,348.0,0
9,8.0,00:09:47,17622.0,6,3,A,2,點扣,1.0,,1.0,4.0,758.0,315.0,2.0,6.0,451.0,530.0,,,,,9.0,748.0,318.0,8.0,658.0,554.0,0
9,9.0,00:09:48,17648.0,6,3,B,3,擋小球,,1.0,2.0,6.0,451.0,530.0,2.0,10.0,392.0,450.0,掛網,對手掛網,A,,8.0,565.0,548.0,9.0,717.0,323.0,0
10,1.0,00:10:03,18091.0,7,3,A,1,發短球,,1.0,2.0,,,,2.0,5.0,840.0,513.0,,,,,8.0,622.0,368.0,8.0,717.0,538.0,0
10,2.0,00:10:03,18112.0,7,3,B,2,推球,,,2.0,5.0,840.0,513.0,1.0,3.0,508.0,317.0,,,,,8.0,742.0,511.0,8.0,655.0,367.0,0
10,3.0,00:10:04,18146.0,7,3,A,2,過渡切球,,,1.0,3.0,508.0,317.0,2.0,2.0,467.0,506.0,,,,,8.0,567.0,330.0,8.0,619.0,555.0,0
10,4.0,00:10:05,18166.0,7,3,B,2,推球,,1.0,2.0,2.0,467.0,506.0,1.0,3.0,500.0,323.0,,,,,8.0,559.0,529.0,8.0,604.0,339.0,0
10,5.0,00:10:06,18189.0,7,3,A,3,切球,,,1.0,3.0,500.0,323.0,2.0,5.0,818.0,516.0,對手落地致勝,落地致勝,A,,8.0,563.0,336.0,8.0,556.0,543.0,0
11,1.0,00:10:23,18718.0,7,4,A,1,發短球,,,2.0,,,,2.0,6.0,858.0,570.0,,,,1.0,8.0,668.0,344.0,8.0,670.0,547.0,0
11,2.0,00:10:24,18734.0,7,4,B,2,挑球,,,2.0,5.0,858.0,570.0,1.0,8.0,742.0,336.0,,,,,7.0,556.0,505.0,8.0,626.0,381.0,0
11,3.0,00:10:25,18766.0,7,4,A,2,殺球,1.0,,1.0,8.0,742.0,336.0,2.0,5.0,865.0,557.0,,,,,8.0,672.0,344.0,8.0,662.0,560.0,0
11,4.0,00:10:26,18781.0,7,4,B,2,擋小球,,,2.0,5.0,865.0,557.0,2.0,2.0,816.0,400.0,,,,,8.0,761.0,568.0,8.0,705.0,333.0,0
11,5.0,00:10:27,18812.0,7,4,A,2,放小球,,1.0,2.0,2.0,816.0,400.0,2.0,1.0,818.0,456.0,,,,,2.0,774.0,407.0,8.0,692.0,545.0,0
11,6.0,00:10:27,18837.0,7,4,B,2,挑球,,,2.0,1.0,818.0,456.0,1.0,9.0,547.0,322.0,,,,,1.0,811.0,484.0,7.0,731.0,396.0,0
11,7.0,00:10:29,18886.0,7,4,A,2,過渡切球,,,1.0,9.0,547.0,322.0,2.0,8.0,490.0,543.0,,,,,9.0,572.0,314.0,8.0,668.0,534.0,0
11,8.0,00:10:30,18906.0,7,4,B,2,推球,,1.0,2.0,8.0,490.0,543.0,2.0,8.0,749.0,348.0,,,,,8.0,593.0,527.0,9.0,603.0,324.0,0
11,9.0,00:10:30,18921.0,7,4,A,2,擋小球,,1.0,2.0,8.0,749.0,348.0,1.0,7.0,664.0,491.0,,,,,8.0,605.0,358.0,8.0,616.0,554.0,0
11,10.0,00:10:31,18944.0,7,4,B,3,撲球,,,1.0,7.0,664.0,491.0,2.0,5.0,467.0,333.0,對手落地致勝,落地致勝,B,,8.0,641.0,512.0,8.0,641.0,379.0,0
12,1.0,00:10:48,19456.0,7,5,B,1,發短球,,1.0,2.0,,,,2.0,7.0,595.0,392.0,,,,,8.0,660.0,541.0,8.0,566.0,359.0,0
12,2.0,00:10:49,19485.0,7,5,A,2,挑球,,,2.0,7.0,595.0,392.0,1.0,4.0,417.0,627.0,,,,,8.0,592.0,373.0,8.0,623.0,531.0,0
12,3.0,00:10:50,19520.0,7,5,B,2,長球,1.0,,1.0,4.0,417.0,627.0,1.0,4.0,766.0,325.0,,,,,8.0,525.0,602.0,8.0,615.0,361.0,0
12,4.0,00:10:52,19566.0,7,5,A,2,殺球,1.0,,1.0,4.0,766.0,325.0,2.0,5.0,834.0,552.0,,,,,4.0,766.0,317.0,8.0,645.0,576.0,0
12,5.0,00:10:52,19581.0,7,5,B,2,防守回挑,,,2.0,5.0,834.0,552.0,1.0,9.0,550.0,313.0,,,,,8.0,653.0,562.0,4.0,775.0,323.0,0
12,6.0,00:10:53,19606.0,7,5,A,3,殺球,,,1.0,9.0,550.0,313.0,2.0,11.0,331.0,614.0,出界,對手出界,B,,9.0,623.0,322.0,8.0,655.0,563.0,0
13,1.0,00:11:12,20164.0,8,5,B,1,發短球,,1.0,2.0,,,,2.0,8.0,734.0,388.0,,,,,8.0,614.0,538.0,8.0,728.0,365.0,0
13,2.0,00:11:12,20187.0,8,5,A,2,放小球,,1.0,2.0,8.0,734.0,388.0,2.0,7.0,658.0,487.0,,,,,8.0,705.0,380.0,8.0,629.0,529.0,0
13,3.0,00:11:13,20215.0,8,5,B,2,放小球,,,2.0,7.0,658.0,487.0,2.0,7.0,629.0,428.0,,,,,8.0,661.0,516.0,8.0,669.0,381.0,0
13,4.0,00:11:14,20240.0,8,5,A,2,放小球,,1.0,2.0,7.0,629.0,428.0,2.0,7.0,631.0,450.0,,,,,7.0,631.0,403.0,8.0,661.0,529.0,0
13,5.0,00:11:15,20263.0,8,5,B,2,挑球,,1.0,2.0,7.0,631.0,450.0,1.0,9.0,637.0,317.0,,,,,7.0,660.0,503.0,7.0,634.0,396.0,0
13,6.0,00:11:17,20332.0,8,5,A,2,殺球,1.0,,1.0,9.0,637.0,317.0,2.0,6.0,426.0,544.0,,,,,9.0,637.0,310.0,8.0,636.0,560.0,0
13,7.0,00:11:18,20349.0,8,5,B,2,擋小球,,1.0,2.0,6.0,426.0,544.0,1.0,1.0,505.0,403.0,,,,,8.0,604.0,576.0,8.0,615.0,331.0,0
13,8.0,00:11:19,20373.0,8,5,A,3,撲球,,,1.0,1.0,505.0,403.0,2.0,6.0,470.0,599.0,對手落地致勝,落地致勝,A,,1.0,511.0,392.0,6.0,479.0,551.0,0
14,1.0,00:11:34,20828.0,9,5,A,1,未知球種,,,2.0,,,,,5.0,470.0,599.0,,,,1.0,1.0,511.0,392.0,5.0,479.0,551.0,0
15,1.0,00:12:31,22553.0,10,5,A,1,發短球,,1.0,2.0,,,,2.0,2.0,484.0,504.0,,,,,8.0,654.0,357.0,8.0,560.0,529.0,0
15,2.0,00:12:32,22574.0,10,5,B,2,推球,,1.0,2.0,2.0,484.0,504.0,1.0,4.0,763.0,315.0,,,,,8.0,550.0,515.0,8.0,644.0,363.0,0
15,3.0,00:12:33,22609.0,10,5,A,2,切球,1.0,,1.0,4.0,763.0,315.0,2.0,7.0,648.0,506.0,,,,,9.0,727.0,325.0,8.0,644.0,541.0,0
15,4.0,00:12:34,22630.0,10,5,B,2,放小球,,,2.0,7.0,648.0,506.0,2.0,7.0,557.0,407.0,,,,,8.0,633.0,541.0,9.0,720.0,316.0,0
15,5.0,00:12:35,22658.0,10,5,A,2,放小球,,,2.0,7.0,557.0,407.0,2.0,7.0,542.0,459.0,,,,,7.0,593.0,396.0,8.0,636.0,538.0,0
15,6.0,00:12:35,22678.0,10,5,B,2,放小球,,1.0,2.0,7.0,542.0,459.0,1.0,1.0,487.0,425.0,,,,,7.0,581.0,491.0,8.0,589.0,387.0,0
15,7.0,00:12:36,22702.0,10,5,A,2,撲球,,,1.0,1.0,487.0,425.0,2.0,7.0,555.0,498.0,,,,,7.0,540.0,429.0,7.0,605.0,503.0,0
15,8.0,00:12:36,22702.0,10,5,B,3,擋小球,,1.0,2.0,7.0,555.0,498.0,2.0,11.0,245.0,583.0,未過網,對手未過網,A,,7.0,598.0,504.0,7.0,538.0,430.0,0
16,1.0,00:12:52,23168.0,11,5,A,1,未知球種,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,0
16,2.0,00:12:52,23181.0,11,5,B,2,放小球,,,2.0,,,,2.0,2.0,789.0,418.0,,,,,7.0,696.0,505.0,8.0,620.0,376.0,0
16,3.0,00:12:53,23210.0,11,5,A,2,放小球,,1.0,2.0,2.0,789.0,418.0,2.0,1.0,806.0,460.0,,,,,7.0,735.0,406.0,8.0,692.0,527.0,0
16,4.0,00:12:54,23237.0,11,5,B,2,放小球,,,2.0,1.0,806.0,460.0,2.0,2.0,828.0,422.0,,,,,1.0,796.0,491.0,7.0,686.0,396.0,0
16,5.0,00:12:55,23262.0,11,5,A,2,放小球,,1.0,2.0,2.0,828.0,422.0,2.0,1.0,841.0,463.0,,,,,7.0,754.0,419.0,8.0,747.0,513.0,0
16,6.0,00:12:56,23286.0,11,5,B,2,挑球,,,2.0,1.0,841.0,463.0,1.0,9.0,568.0,323.0,,,,,1.0,801.0,483.0,7.0,720.0,410.0,0
16,7.0,00:12:57,23325.0,11,5,A,2,點扣,,,1.0,9.0,568.0,323.0,2.0,6.0,440.0,579.0,,,,,8.0,626.0,337.0,8.0,679.0,556.0,0
16,8.0,00:12:57,23338.0,11,5,B,3,擋小球,,1.0,2.0,6.0,440.0,579.0,2.0,2.0,438.0,452.0,掛網,對手掛網,A,,8.0,685.0,572.0,8.0,566.0,330.0,0
17,1.0,00:14:01,25237.0,12,5,A,1,發短球,,1.0,2.0,,,,2.0,7.0,592.0,503.0,,,,,8.0,664.0,364.0,8.0,553.0,531.0,0
17,2.0,00:14:01,25254.0,12,5,B,2,放小球,,,2.0,7.0,592.0,503.0,2.0,7.0,534.0,416.0,,,,,8.0,553.0,510.0,8.0,644.0,365.0,0
17,3.0,00:14:02,25278.0,12,5,A,3,挑球,,,2.0,7.0,534.0,416.0,2.0,5.0,907.0,613.0,落點判斷失誤,對手落點判斷失誤,A,,7.0,581.0,396.0,8.0,588.0,508.0,0
18,1.0,00:14:14,25636.0,12,6,A,1,發短球,,1.0,2.0,,,,1.0,7.0,704.0,498.0,,,,,8.0,624.0,370.0,8.0,712.0,535.0,0
18,2.0,00:14:15,25655.0,12,6,B,2,放小球,,1.0,1.0,7.0,704.0,498.0,2.0,2.0,832.0,422.0,,,,,7.0,712.0,503.0,8.0,647.0,362.0,0
18,3.0,00:14:16,25686.0,12,6,A,3,放小球,,1.0,2.0,2.0,832.0,422.0,2.0,2.0,787.0,431.0,未過網,對手未過網,B,,7.0,751.0,407.0,8.0,714.0,537.0,0
19,1.0,00:14:39,26391.0,13,6,B,1,發長球,,1.0,2.0,,,,1.0,3.0,491.0,317.0,,,,,8.0,655.0,529.0,8.0,572.0,358.0,0
19,2.0,00:14:40,26423.0,13,6,A,2,殺球,,,1.0,3.0,491.0,317.0,2.0,6.0,450.0,558.0,,,,,8.0,550.0,327.0,8.0,609.0,560.0,0
19,3.0,00:14:41,26435.0,13,6,B,2,勾球,,1.0,2.0,6.0,450.0,558.0,2.0,8.0,732.0,356.0,,,,,8.0,588.0,556.0,9.0,525.0,315.0,0
19,4.0,00:14:42,26461.0,13,6,A,2,擋小球,,1.0,2.0,8.0,732.0,356.0,1.0,7.0,595.0,468.0,,,,,8.0,649.0,352.0,8.0,631.0,556.0,0
19,5.0,00:14:42,26485.0,13,6,B,2,放小球,,,1.0,7.0,595.0,468.0,1.0,7.0,559.0,423.0,,,,,8.0,596.0,510.0,8.0,645.0,362.0,0
19,6.0,00:14:43,26503.0,13,6,A,3,撲球,,,1.0,7.0,559.0,423.0,2.0,8.0,519.0,594.0,對手落地致勝,落地致勝,A,,7.0,590.0,416.0,7.0,601.0,502.0,0
20,1.0,00:14:56,26882.0,14,6,A,1,發短球,,1.0,2.0,,,,1.0,7.0,556.0,499.0,,,,,8.0,654.0,370.0,8.0,546.0,530.0,0
20,2.0,00:14:56,26904.0,14,6,B,2,放小球,,,1.0,7.0,556.0,499.0,2.0,7.0,514.0,414.0,,,,,7.0,562.0,497.0,8.0,642.0,364.0,0
20,3.0,00:14:58,26956.0,14,6,A,3,放小球,,,2.0,7.0,514.0,414.0,2.0,7.0,507.0,458.0,對手落地致勝,落地致勝,A,,7.0,582.0,408.0,8.0,587.0,535.0,0
21,1.0,00:15:10,27305.0,15,6,A,1,未知球種,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,0
21,2.0,00:15:10,27319.0,15,6,B,2,推球,,,2.0,,,,2.0,3.0,492.0,318.0,,,,,7.0,703.0,500.0,8.0,628.0,373.0,0
21,3.0,00:15:11,27356.0,15,6,A,2,過渡切球,,,2.0,3.0,492.0,318.0,2.0,6.0,445.0,544.0,,,,,3.0,515.0,316.0,8.0,640.0,534.0,0
